Tue Oct 12 14:32:20 2010 (PID:23462) : |  ERROR | -> MSG: get_shared_memory_slave(): error allocating shared memory space (shmget): File exists
Sun Oct 24 23:29:52 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 23:29:52 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 23:29:52 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 23:49:52 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 23:49:52 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 23:49:52 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 23:49:52 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 23:49:52 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 23:49:52 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 23:49:52 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 23:49:52 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 23:49:52 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 23:49:52 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 23:49:52 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 23:49:52 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 23:49:52 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 23:49:52 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 23:49:52 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 23:49:52 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 00:09:54 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 00:09:54 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 00:09:54 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 00:09:54 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 00:09:54 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 00:09:54 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 00:09:54 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 00:09:54 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 00:09:54 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 00:09:54 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 00:09:54 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 00:09:54 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 00:09:54 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 00:09:54 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 00:09:54 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 00:09:54 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 00:29:54 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 00:29:54 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 00:29:54 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 00:29:54 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 00:29:54 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 00:29:54 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 00:29:54 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 00:29:54 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 00:29:54 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 00:29:54 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 00:29:54 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 00:29:54 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 00:29:54 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 00:29:54 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 00:29:54 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 00:29:54 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 00:49:55 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 00:49:55 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 00:49:55 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 00:49:55 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 00:49:55 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 00:49:55 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 00:49:55 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 00:49:55 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 00:49:55 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 00:49:55 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 00:49:55 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 00:49:55 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 00:49:55 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 00:49:55 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 00:49:55 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 00:49:55 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 01:09:55 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 01:09:55 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 01:09:55 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 01:09:55 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 01:09:55 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 01:09:55 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 01:09:55 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 01:09:55 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 01:09:55 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 01:09:55 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 01:09:55 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 01:09:55 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 01:09:55 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 01:09:55 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 01:09:55 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 01:09:55 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 01:29:55 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 01:29:55 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 01:29:55 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 01:29:55 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 01:29:55 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 01:29:55 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 01:29:55 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 01:29:55 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 01:29:55 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 01:29:55 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 01:29:55 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 01:29:55 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 01:29:55 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 01:29:55 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 01:29:55 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 01:29:55 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 01:49:56 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 01:49:56 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 01:49:56 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 01:49:56 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 01:49:56 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 01:49:56 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 01:49:56 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 01:49:56 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 01:49:56 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 01:49:56 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 01:49:56 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 01:49:56 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 01:49:56 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 01:49:56 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 01:49:56 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 01:49:56 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 02:09:56 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 02:09:56 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 02:09:56 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 02:09:56 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 02:09:56 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 02:09:56 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 02:09:56 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 02:09:56 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 02:09:56 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 02:09:56 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 02:09:56 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 02:09:56 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 02:09:56 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 02:09:56 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 02:09:56 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 02:09:56 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 02:29:56 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 02:29:56 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 02:29:56 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 02:29:56 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 02:29:56 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 02:29:56 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 02:29:56 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 02:29:56 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 02:29:56 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 02:29:56 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 02:29:56 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 02:29:56 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 02:29:56 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 02:29:56 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 02:29:56 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 02:29:56 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 02:29:56 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 02:49:57 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 02:49:57 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 02:49:57 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 02:49:57 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 02:49:57 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 02:49:57 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 02:49:57 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 02:49:57 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 02:49:57 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 02:49:57 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 02:49:57 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 02:49:57 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 02:49:57 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 02:49:57 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 02:49:57 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 02:49:57 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 02:49:57 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 02:49:57 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 02:49:57 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 03:09:58 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 03:09:58 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 03:09:58 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 03:09:58 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 03:09:58 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 03:09:58 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 03:09:58 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 03:09:58 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 03:09:58 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 03:09:58 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 03:09:58 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 03:09:58 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 03:29:58 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 03:29:58 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 03:29:58 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 03:29:58 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 03:29:58 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 03:29:58 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 03:29:58 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 03:29:58 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Mon Oct 25 03:29:58 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
